,cha,con,dex,int,result,str,wis
3883,17.0,17.0,18.0,17.0,succeed,8.0,15.0
3884,12.0,11.0,14.0,13.0,succeed,15.0,12.0
3885,16.0,5.0,11.0,10.0,succeed,16.0,8.0
3886,4.0,14.0,14.0,6.0,succeed,9.0,13.0
3887,7.0,16.0,10.0,8.0,succeed,8.0,16.0
3888,12.0,9.0,11.0,8.0,succeed,12.0,13.0
3889,11.0,16.0,7.0,11.0,succeed,11.0,8.0
3890,11.0,20.0,11.0,4.0,fail,7.0,15.0
3891,14.0,3.0,10.0,12.0,succeed,10.0,11.0
3892,12.0,17.0,15.0,12.0,succeed,18.0,10.0
3893,14.0,17.0,3.0,3.0,fail,20.0,12.0
3894,14.0,11.0,12.0,11.0,succeed,19.0,3.0
3895,4.0,17.0,7.0,7.0,succeed,14.0,11.0
3896,12.0,9.0,14.0,9.0,fail,12.0,5.0
3897,16.0,5.0,12.0,10.0,fail,15.0,13.0
3898,20.0,7.0,12.0,11.0,succeed,11.0,17.0
3899,7.0,6.0,13.0,13.0,fail,9.0,14.0
3900,16.0,12.0,6.0,15.0,succeed,10.0,13.0
3901,7.0,6.0,13.0,19.0,succeed,7.0,9.0
3902,12.0,8.0,9.0,15.0,fail,12.0,11.0
3903,12.0,12.0,4.0,6.0,fail,16.0,13.0
3904,10.0,7.0,14.0,12.0,fail,12.0,8.0
3905,3.0,15.0,14.0,14.0,fail,11.0,8.0
3906,15.0,15.0,12.0,10.0,fail,8.0,3.0
3907,12.0,18.0,13.0,8.0,fail,3.0,16.0
3908,13.0,15.0,7.0,10.0,succeed,14.0,8.0
3909,13.0,11.0,14.0,13.0,succeed,11.0,15.0
3910,12.0,12.0,9.0,12.0,fail,13.0,11.0
3911,16.0,15.0,6.0,13.0,succeed,15.0,10.0
3912,18.0,12.0,10.0,14.0,succeed,11.0,17.0
3913,13.0,11.0,16.0,13.0,succeed,7.0,19.0
3914,11.0,13.0,13.0,13.0,fail,2.0,12.0
3915,14.0,14.0,6.0,13.0,succeed,9.0,15.0
3916,13.0,15.0,14.0,10.0,succeed,14.0,14.0
3917,10.0,10.0,13.0,11.0,succeed,16.0,7.0
3918,20.0,10.0,11.0,6.0,succeed,11.0,20.0
3919,10.0,12.0,5.0,6.0,succeed,15.0,18.0
3920,12.0,17.0,13.0,12.0,fail,15.0,5.0
3921,12.0,18.0,14.0,2.0,fail,4.0,13.0
3922,12.0,11.0,9.0,13.0,succeed,14.0,8.0
3923,4.0,15.0,10.0,15.0,fail,16.0,6.0
3924,13.0,10.0,10.0,11.0,succeed,16.0,5.0
3925,15.0,9.0,19.0,13.0,fail,11.0,7.0
3926,17.0,13.0,12.0,6.0,succeed,8.0,8.0
3927,12.0,7.0,18.0,7.0,succeed,12.0,16.0
3928,16.0,11.0,15.0,13.0,succeed,13.0,18.0
3929,15.0,14.0,3.0,9.0,succeed,6.0,17.0
3930,10.0,18.0,5.0,15.0,fail,14.0,6.0
3931,6.0,15.0,13.0,17.0,succeed,13.0,13.0
3932,11.0,8.0,10.0,16.0,succeed,19.0,9.0
3933,16.0,10.0,19.0,13.0,succeed,14.0,5.0
3934,13.0,10.0,18.0,9.0,fail,11.0,5.0
3935,12.0,20.0,10.0,15.0,succeed,16.0,12.0
3936,4.0,13.0,9.0,17.0,fail,18.0,16.0
3937,4.0,12.0,15.0,17.0,fail,18.0,8.0
3938,13.0,8.0,13.0,18.0,succeed,12.0,6.0
3939,15.0,13.0,20.0,10.0,succeed,7.0,10.0
3940,9.0,16.0,6.0,9.0,succeed,16.0,7.0
3941,12.0,13.0,11.0,15.0,succeed,9.0,14.0
3942,10.0,9.0,13.0,19.0,succeed,7.0,12.0
3943,13.0,9.0,12.0,6.0,succeed,16.0,9.0
3944,11.0,11.0,12.0,11.0,fail,10.0,11.0
3945,4.0,13.0,16.0,13.0,succeed,18.0,15.0
3946,18.0,12.0,10.0,3.0,fail,8.0,12.0
3947,4.0,8.0,10.0,8.0,succeed,11.0,19.0
3948,11.0,18.0,7.0,11.0,succeed,15.0,10.0
3949,6.0,10.0,17.0,8.0,succeed,16.0,14.0
3950,10.0,11.0,7.0,15.0,succeed,17.0,14.0
3951,6.0,17.0,13.0,9.0,fail,6.0,10.0
3952,14.0,9.0,5.0,10.0,succeed,9.0,13.0
3953,10.0,3.0,11.0,5.0,fail,19.0,16.0
3954,12.0,15.0,4.0,11.0,succeed,10.0,14.0
3955,10.0,17.0,18.0,6.0,succeed,10.0,10.0
3956,10.0,17.0,13.0,7.0,fail,7.0,12.0
3957,19.0,8.0,6.0,10.0,succeed,11.0,12.0
3958,18.0,10.0,8.0,7.0,succeed,16.0,7.0
3959,11.0,7.0,12.0,10.0,succeed,19.0,14.0
3960,6.0,16.0,14.0,11.0,fail,14.0,6.0
3961,14.0,9.0,10.0,8.0,fail,7.0,20.0
3962,6.0,13.0,12.0,11.0,fail,11.0,8.0
3963,19.0,9.0,12.0,11.0,succeed,11.0,6.0
3964,12.0,15.0,13.0,3.0,succeed,13.0,20.0
3965,11.0,13.0,11.0,11.0,succeed,14.0,15.0
3966,14.0,10.0,16.0,16.0,succeed,6.0,7.0
3967,9.0,14.0,18.0,4.0,succeed,19.0,6.0
3968,7.0,8.0,8.0,16.0,succeed,14.0,11.0
3969,14.0,8.0,5.0,10.0,succeed,18.0,9.0
3970,14.0,11.0,12.0,6.0,succeed,10.0,15.0
3971,10.0,15.0,7.0,14.0,succeed,15.0,17.0
3972,11.0,10.0,11.0,13.0,succeed,7.0,9.0
3973,14.0,12.0,19.0,11.0,succeed,11.0,11.0
3974,16.0,16.0,10.0,10.0,fail,12.0,10.0
3975,17.0,15.0,10.0,20.0,fail,14.0,13.0
3976,11.0,7.0,18.0,8.0,fail,10.0,11.0
3977,9.0,10.0,3.0,9.0,succeed,18.0,17.0
3978,8.0,5.0,10.0,19.0,succeed,11.0,14.0
3979,15.0,8.0,16.0,10.0,succeed,5.0,12.0
3980,11.0,5.0,8.0,11.0,succeed,10.0,15.0
3981,3.0,8.0,9.0,11.0,succeed,19.0,20.0
3982,10.0,16.0,9.0,16.0,succeed,14.0,14.0
3983,12.0,12.0,12.0,13.0,fail,10.0,8.0
3984,5.0,7.0,9.0,10.0,fail,16.0,17.0
3985,12.0,14.0,12.0,12.0,succeed,6.0,12.0
3986,13.0,14.0,8.0,3.0,succeed,8.0,20.0
3987,16.0,9.0,15.0,8.0,succeed,12.0,16.0
3988,13.0,6.0,13.0,13.0,fail,6.0,13.0
3989,13.0,14.0,17.0,10.0,fail,18.0,5.0
3990,7.0,15.0,8.0,17.0,succeed,9.0,18.0
3991,15.0,10.0,11.0,16.0,succeed,9.0,11.0
3992,13.0,15.0,3.0,17.0,succeed,7.0,10.0
3993,13.0,18.0,11.0,5.0,fail,3.0,10.0
3994,14.0,14.0,8.0,8.0,succeed,10.0,15.0
3995,10.0,5.0,15.0,14.0,succeed,9.0,14.0
3996,12.0,6.0,10.0,15.0,fail,13.0,12.0
3997,14.0,14.0,11.0,6.0,succeed,10.0,13.0
3998,16.0,7.0,19.0,11.0,succeed,6.0,13.0
3999,8.0,15.0,12.0,2.0,succeed,19.0,10.0
4000,18.0,9.0,12.0,13.0,succeed,17.0,8.0
4001,10.0,17.0,10.0,11.0,succeed,11.0,15.0
4002,11.0,3.0,11.0,15.0,fail,12.0,19.0
4003,11.0,16.0,9.0,7.0,succeed,9.0,10.0
4004,11.0,10.0,13.0,16.0,succeed,7.0,6.0
4005,10.0,20.0,18.0,9.0,succeed,10.0,15.0
4006,6.0,13.0,8.0,19.0,succeed,8.0,10.0
4007,7.0,11.0,12.0,19.0,fail,4.0,9.0
4008,11.0,8.0,8.0,11.0,succeed,18.0,11.0
4009,11.0,15.0,9.0,6.0,succeed,16.0,8.0
4010,4.0,11.0,7.0,11.0,succeed,15.0,17.0
4011,14.0,17.0,17.0,10.0,succeed,12.0,9.0
4012,10.0,10.0,17.0,15.0,succeed,18.0,6.0
4013,13.0,18.0,15.0,6.0,succeed,2.0,14.0
4014,9.0,11.0,8.0,11.0,succeed,9.0,16.0
4015,3.0,11.0,14.0,15.0,fail,10.0,14.0
4016,17.0,17.0,11.0,9.0,succeed,17.0,5.0
4017,11.0,7.0,8.0,16.0,fail,3.0,18.0
4018,7.0,16.0,10.0,15.0,succeed,9.0,6.0
4019,16.0,8.0,11.0,7.0,succeed,16.0,15.0
4020,6.0,10.0,20.0,11.0,fail,11.0,12.0
4021,11.0,3.0,17.0,10.0,fail,11.0,10.0
4022,10.0,11.0,4.0,9.0,succeed,16.0,13.0
4023,16.0,8.0,14.0,15.0,fail,10.0,13.0
4024,11.0,19.0,4.0,11.0,succeed,13.0,7.0
4025,7.0,10.0,14.0,13.0,succeed,19.0,16.0
4026,10.0,10.0,12.0,11.0,fail,14.0,12.0
4027,18.0,13.0,11.0,4.0,succeed,11.0,14.0
4028,14.0,7.0,13.0,12.0,succeed,18.0,4.0
4029,12.0,12.0,14.0,15.0,succeed,9.0,12.0
4030,20.0,18.0,8.0,13.0,succeed,13.0,6.0
4031,7.0,10.0,9.0,10.0,fail,16.0,9.0
4032,14.0,3.0,11.0,14.0,succeed,15.0,12.0
4033,11.0,13.0,9.0,9.0,succeed,10.0,19.0
4034,18.0,8.0,9.0,13.0,succeed,11.0,15.0
4035,9.0,8.0,19.0,10.0,succeed,20.0,13.0
4036,12.0,13.0,4.0,17.0,succeed,10.0,17.0
4037,16.0,12.0,9.0,14.0,succeed,12.0,9.0
4038,18.0,20.0,15.0,2.0,succeed,7.0,12.0
4039,10.0,10.0,3.0,14.0,succeed,8.0,16.0
4040,12.0,11.0,17.0,10.0,succeed,13.0,14.0
4041,9.0,7.0,12.0,16.0,fail,9.0,8.0
4042,4.0,9.0,11.0,11.0,succeed,19.0,13.0
4043,16.0,11.0,12.0,12.0,fail,11.0,11.0
4044,16.0,18.0,15.0,6.0,succeed,20.0,12.0
4045,9.0,17.0,12.0,17.0,succeed,5.0,10.0
4046,11.0,17.0,11.0,5.0,fail,18.0,6.0
4047,10.0,13.0,14.0,8.0,succeed,14.0,16.0
4048,12.0,14.0,14.0,15.0,fail,3.0,14.0
4049,5.0,16.0,5.0,6.0,fail,10.0,18.0
4050,12.0,10.0,12.0,9.0,fail,13.0,12.0
4051,16.0,8.0,15.0,9.0,fail,4.0,11.0
4052,11.0,12.0,15.0,13.0,fail,12.0,10.0
4053,13.0,10.0,14.0,15.0,succeed,9.0,8.0
4054,14.0,11.0,6.0,11.0,succeed,16.0,12.0
4055,9.0,20.0,8.0,13.0,succeed,15.0,9.0
4056,7.0,14.0,19.0,3.0,fail,9.0,9.0
4057,8.0,14.0,12.0,18.0,succeed,13.0,15.0
4058,11.0,12.0,13.0,9.0,fail,17.0,8.0
4059,14.0,18.0,14.0,13.0,succeed,13.0,8.0
4060,11.0,11.0,12.0,20.0,fail,6.0,11.0
4061,15.0,14.0,10.0,9.0,succeed,8.0,12.0
4062,9.0,11.0,14.0,13.0,succeed,10.0,14.0
4063,14.0,15.0,16.0,12.0,fail,14.0,4.0
4064,7.0,12.0,12.0,10.0,succeed,19.0,11.0
4065,10.0,12.0,11.0,15.0,succeed,15.0,13.0
4066,10.0,9.0,10.0,18.0,succeed,10.0,8.0
4067,7.0,16.0,18.0,9.0,succeed,10.0,14.0
4068,12.0,17.0,12.0,16.0,succeed,9.0,15.0
4069,11.0,17.0,16.0,13.0,succeed,8.0,13.0
4070,14.0,17.0,17.0,15.0,succeed,17.0,6.0
4071,6.0,15.0,11.0,15.0,fail,15.0,13.0
4072,12.0,11.0,5.0,12.0,fail,14.0,18.0
4073,16.0,8.0,13.0,15.0,fail,13.0,7.0
4074,4.0,14.0,13.0,14.0,succeed,9.0,10.0
4075,13.0,14.0,13.0,14.0,succeed,9.0,19.0
4076,19.0,11.0,15.0,11.0,fail,7.0,14.0
4077,18.0,3.0,8.0,15.0,succeed,9.0,17.0
4078,12.0,10.0,12.0,10.0,fail,5.0,12.0
4079,7.0,11.0,9.0,7.0,succeed,13.0,13.0
4080,12.0,14.0,8.0,12.0,fail,4.0,10.0
4081,14.0,12.0,14.0,14.0,succeed,11.0,10.0
4082,11.0,17.0,16.0,3.0,succeed,12.0,12.0
4083,16.0,4.0,11.0,9.0,succeed,17.0,20.0
4084,14.0,14.0,6.0,12.0,succeed,11.0,17.0
4085,13.0,8.0,16.0,7.0,fail,12.0,5.0
4086,16.0,11.0,11.0,11.0,succeed,16.0,16.0
4087,11.0,10.0,13.0,10.0,fail,16.0,12.0
4088,8.0,17.0,3.0,19.0,succeed,10.0,9.0
4089,11.0,16.0,16.0,16.0,succeed,8.0,14.0
4090,12.0,14.0,9.0,14.0,fail,9.0,10.0
4091,12.0,19.0,20.0,8.0,succeed,14.0,16.0
4092,5.0,13.0,15.0,14.0,fail,8.0,10.0
4093,12.0,10.0,7.0,14.0,succeed,7.0,12.0
4094,5.0,10.0,11.0,10.0,succeed,19.0,6.0
4095,11.0,11.0,12.0,9.0,fail,12.0,5.0
4096,11.0,8.0,15.0,9.0,fail,11.0,12.0
4097,14.0,16.0,7.0,11.0,succeed,15.0,12.0
4098,9.0,10.0,10.0,7.0,succeed,13.0,12.0
4099,4.0,13.0,11.0,11.0,fail,11.0,14.0
4100,10.0,3.0,15.0,15.0,fail,14.0,14.0
4101,13.0,6.0,11.0,9.0,fail,15.0,9.0
4102,9.0,7.0,11.0,13.0,fail,16.0,7.0
4103,9.0,14.0,5.0,9.0,succeed,12.0,11.0
4104,7.0,10.0,8.0,11.0,succeed,13.0,17.0
4105,14.0,12.0,12.0,16.0,fail,7.0,14.0
4106,16.0,9.0,13.0,15.0,fail,6.0,9.0
4107,12.0,9.0,11.0,11.0,fail,14.0,11.0
4108,18.0,10.0,9.0,16.0,fail,14.0,14.0
4109,8.0,17.0,6.0,13.0,fail,15.0,4.0
4110,14.0,10.0,11.0,13.0,succeed,11.0,19.0
4111,12.0,10.0,11.0,10.0,fail,12.0,9.0
4112,11.0,11.0,16.0,13.0,fail,9.0,11.0
4113,8.0,11.0,16.0,12.0,succeed,10.0,13.0
4114,13.0,4.0,15.0,9.0,succeed,4.0,20.0
4115,10.0,12.0,10.0,10.0,succeed,7.0,19.0
4116,14.0,18.0,9.0,20.0,succeed,8.0,11.0
4117,11.0,16.0,16.0,15.0,succeed,8.0,15.0
4118,16.0,9.0,12.0,11.0,succeed,7.0,13.0
4119,13.0,15.0,15.0,10.0,succeed,10.0,11.0
4120,16.0,13.0,10.0,7.0,succeed,8.0,8.0
4121,17.0,8.0,14.0,3.0,fail,12.0,15.0
4122,15.0,8.0,12.0,15.0,fail,20.0,11.0
4123,8.0,5.0,14.0,13.0,fail,10.0,10.0
4124,4.0,13.0,13.0,19.0,succeed,9.0,9.0
4125,16.0,15.0,14.0,5.0,succeed,16.0,9.0
4126,12.0,10.0,18.0,10.0,succeed,9.0,20.0
4127,19.0,13.0,10.0,13.0,succeed,9.0,17.0
4128,12.0,19.0,13.0,14.0,succeed,10.0,11.0
4129,12.0,14.0,8.0,16.0,succeed,11.0,14.0
4130,11.0,14.0,14.0,11.0,succeed,12.0,19.0
4131,12.0,7.0,9.0,11.0,fail,16.0,6.0
4132,16.0,11.0,19.0,16.0,fail,17.0,10.0
4133,13.0,15.0,11.0,10.0,fail,5.0,7.0
4134,15.0,11.0,14.0,16.0,succeed,11.0,5.0
4135,18.0,3.0,14.0,8.0,fail,3.0,17.0
4136,12.0,11.0,11.0,9.0,fail,12.0,8.0
4137,5.0,14.0,16.0,13.0,fail,12.0,11.0
4138,17.0,9.0,12.0,10.0,succeed,11.0,4.0
4139,14.0,17.0,8.0,11.0,succeed,10.0,11.0
4140,9.0,19.0,15.0,14.0,succeed,15.0,17.0
4141,10.0,15.0,7.0,9.0,succeed,8.0,11.0
4142,6.0,10.0,14.0,11.0,fail,10.0,10.0
4143,10.0,10.0,13.0,11.0,fail,11.0,7.0
4144,10.0,4.0,18.0,10.0,fail,7.0,17.0
4145,17.0,13.0,10.0,12.0,succeed,16.0,6.0
4146,8.0,11.0,8.0,18.0,succeed,15.0,10.0
4147,4.0,17.0,11.0,18.0,fail,16.0,10.0
4148,10.0,13.0,13.0,12.0,succeed,13.0,5.0
4149,18.0,7.0,17.0,14.0,succeed,9.0,12.0
4150,16.0,7.0,11.0,12.0,succeed,9.0,16.0
4151,4.0,7.0,13.0,14.0,fail,11.0,13.0
4152,12.0,11.0,19.0,4.0,fail,12.0,5.0
4153,11.0,12.0,5.0,13.0,succeed,9.0,10.0
4154,11.0,10.0,8.0,14.0,succeed,16.0,17.0
4155,7.0,16.0,15.0,15.0,succeed,10.0,10.0
4156,10.0,19.0,6.0,17.0,succeed,10.0,8.0
4157,16.0,12.0,10.0,14.0,succeed,10.0,13.0
4158,14.0,19.0,12.0,9.0,succeed,13.0,13.0
4159,5.0,9.0,19.0,12.0,fail,10.0,7.0
4160,6.0,12.0,8.0,13.0,succeed,14.0,17.0
4161,12.0,13.0,9.0,8.0,fail,6.0,18.0
4162,14.0,12.0,9.0,10.0,succeed,9.0,8.0
4163,15.0,14.0,6.0,9.0,fail,5.0,11.0
4164,9.0,10.0,8.0,11.0,succeed,10.0,12.0
4165,10.0,14.0,10.0,13.0,fail,8.0,10.0
4166,5.0,19.0,14.0,10.0,succeed,9.0,10.0
4167,16.0,11.0,5.0,11.0,succeed,15.0,15.0
4168,15.0,18.0,4.0,16.0,succeed,7.0,9.0
4169,9.0,9.0,13.0,15.0,succeed,10.0,6.0
4170,14.0,11.0,12.0,11.0,succeed,10.0,11.0
4171,9.0,13.0,6.0,13.0,fail,9.0,12.0
4172,10.0,19.0,12.0,14.0,succeed,12.0,10.0
4173,7.0,17.0,11.0,11.0,fail,13.0,4.0
4174,6.0,16.0,14.0,14.0,fail,9.0,5.0
4175,11.0,12.0,9.0,11.0,fail,16.0,7.0
4176,9.0,14.0,10.0,18.0,succeed,9.0,8.0
4177,6.0,8.0,4.0,16.0,fail,18.0,19.0
4178,14.0,7.0,14.0,13.0,succeed,13.0,19.0
4179,10.0,18.0,10.0,9.0,succeed,10.0,9.0
4180,10.0,11.0,17.0,11.0,succeed,9.0,13.0
4181,5.0,8.0,13.0,16.0,fail,12.0,9.0
4182,6.0,13.0,16.0,5.0,fail,12.0,14.0
4183,5.0,8.0,6.0,14.0,succeed,15.0,18.0
4184,10.0,9.0,13.0,15.0,succeed,15.0,13.0
4185,12.0,11.0,20.0,8.0,succeed,12.0,18.0
4186,5.0,13.0,14.0,9.0,succeed,11.0,13.0
4187,14.0,18.0,11.0,13.0,succeed,16.0,8.0
4188,9.0,7.0,17.0,10.0,fail,15.0,10.0
4189,14.0,8.0,13.0,5.0,fail,12.0,14.0
4190,17.0,15.0,11.0,13.0,succeed,17.0,13.0
4191,10.0,10.0,10.0,6.0,succeed,7.0,20.0
4192,17.0,17.0,11.0,6.0,succeed,8.0,13.0
4193,14.0,18.0,5.0,11.0,succeed,20.0,7.0
4194,14.0,19.0,13.0,19.0,succeed,15.0,14.0
4195,10.0,16.0,8.0,9.0,succeed,18.0,12.0
4196,3.0,13.0,12.0,14.0,succeed,11.0,18.0
4197,16.0,9.0,15.0,15.0,succeed,9.0,17.0
4198,8.0,13.0,12.0,13.0,succeed,12.0,14.0
4199,8.0,16.0,6.0,12.0,succeed,8.0,15.0
4200,14.0,9.0,12.0,11.0,fail,6.0,9.0
4201,11.0,15.0,11.0,8.0,succeed,11.0,12.0
4202,6.0,6.0,8.0,13.0,succeed,14.0,17.0
4203,12.0,18.0,8.0,15.0,succeed,10.0,4.0
4204,11.0,6.0,11.0,4.0,fail,10.0,19.0
4205,13.0,6.0,14.0,8.0,succeed,18.0,11.0
4206,12.0,4.0,12.0,16.0,succeed,14.0,5.0
4207,19.0,16.0,10.0,18.0,succeed,11.0,16.0
4208,16.0,11.0,3.0,15.0,succeed,14.0,9.0
4209,15.0,14.0,13.0,6.0,fail,9.0,18.0
4210,9.0,12.0,8.0,8.0,succeed,19.0,14.0
4211,12.0,9.0,11.0,7.0,fail,10.0,17.0
4212,11.0,11.0,11.0,8.0,fail,13.0,15.0
4213,18.0,5.0,12.0,6.0,succeed,13.0,14.0
4214,12.0,4.0,13.0,15.0,fail,17.0,5.0
4215,3.0,11.0,10.0,14.0,fail,10.0,13.0
4216,17.0,12.0,14.0,12.0,succeed,6.0,15.0
4217,13.0,15.0,8.0,9.0,succeed,15.0,10.0
4218,11.0,12.0,10.0,10.0,succeed,14.0,8.0
4219,9.0,12.0,12.0,8.0,succeed,16.0,13.0
4220,7.0,20.0,14.0,11.0,succeed,13.0,12.0
4221,20.0,12.0,7.0,17.0,succeed,17.0,16.0
4222,6.0,16.0,11.0,7.0,succeed,17.0,15.0
4223,4.0,10.0,15.0,11.0,succeed,13.0,13.0
4224,19.0,6.0,7.0,17.0,fail,11.0,6.0
4225,15.0,10.0,14.0,13.0,succeed,11.0,18.0
4226,9.0,15.0,8.0,7.0,succeed,12.0,18.0
4227,17.0,8.0,6.0,12.0,succeed,8.0,17.0
4228,13.0,6.0,16.0,13.0,succeed,12.0,9.0
4229,12.0,15.0,10.0,12.0,succeed,14.0,12.0
4230,11.0,16.0,8.0,9.0,succeed,14.0,15.0
4231,13.0,11.0,18.0,16.0,succeed,14.0,12.0
4232,13.0,15.0,12.0,14.0,fail,8.0,5.0
4233,11.0,9.0,17.0,9.0,fail,8.0,7.0
4234,11.0,10.0,18.0,10.0,succeed,19.0,11.0
4235,10.0,15.0,7.0,12.0,fail,11.0,20.0
4236,18.0,8.0,12.0,10.0,fail,18.0,11.0
4237,13.0,10.0,15.0,12.0,fail,16.0,9.0
4238,13.0,16.0,14.0,2.0,fail,3.0,13.0
4239,11.0,15.0,11.0,19.0,fail,13.0,10.0
4240,11.0,20.0,12.0,7.0,succeed,15.0,14.0
4241,14.0,12.0,11.0,13.0,succeed,16.0,10.0
4242,16.0,10.0,5.0,12.0,succeed,12.0,13.0
4243,4.0,14.0,11.0,12.0,fail,12.0,10.0
4244,17.0,7.0,5.0,9.0,succeed,13.0,12.0
4245,11.0,16.0,17.0,8.0,succeed,16.0,11.0
4246,6.0,14.0,14.0,11.0,succeed,10.0,13.0
4247,7.0,12.0,4.0,17.0,succeed,10.0,15.0
4248,14.0,14.0,14.0,16.0,succeed,10.0,15.0
4249,20.0,13.0,10.0,9.0,succeed,11.0,17.0
4250,8.0,12.0,13.0,17.0,fail,9.0,4.0
4251,13.0,18.0,12.0,13.0,succeed,7.0,4.0
4252,9.0,17.0,8.0,9.0,succeed,16.0,13.0
4253,8.0,14.0,15.0,18.0,fail,7.0,14.0
4254,15.0,17.0,15.0,12.0,succeed,7.0,19.0
4255,15.0,16.0,11.0,8.0,succeed,6.0,10.0
4256,19.0,19.0,9.0,9.0,succeed,11.0,4.0
4257,13.0,7.0,10.0,14.0,succeed,19.0,20.0
4258,18.0,13.0,17.0,13.0,succeed,8.0,9.0
4259,9.0,12.0,10.0,8.0,fail,6.0,15.0
4260,10.0,14.0,11.0,14.0,fail,6.0,7.0
4261,5.0,14.0,9.0,12.0,fail,11.0,18.0
4262,15.0,13.0,7.0,18.0,succeed,12.0,9.0
4263,7.0,10.0,16.0,13.0,fail,8.0,12.0
4264,12.0,10.0,16.0,6.0,fail,11.0,13.0
4265,15.0,8.0,6.0,12.0,succeed,8.0,16.0
4266,11.0,13.0,6.0,12.0,fail,16.0,6.0
4267,12.0,18.0,12.0,10.0,succeed,16.0,15.0
4268,14.0,14.0,15.0,15.0,succeed,16.0,16.0
4269,6.0,8.0,15.0,12.0,succeed,15.0,11.0
4270,9.0,14.0,7.0,18.0,succeed,7.0,11.0
4271,16.0,16.0,3.0,10.0,fail,14.0,3.0
4272,13.0,8.0,7.0,16.0,succeed,11.0,9.0
4273,12.0,10.0,17.0,11.0,succeed,18.0,19.0
4274,14.0,8.0,10.0,14.0,succeed,14.0,19.0
4275,15.0,9.0,14.0,13.0,succeed,12.0,14.0
4276,12.0,11.0,5.0,11.0,succeed,13.0,11.0
4277,13.0,13.0,5.0,10.0,fail,7.0,15.0
4278,13.0,9.0,18.0,13.0,succeed,14.0,16.0
4279,8.0,10.0,17.0,18.0,fail,12.0,10.0
4280,17.0,11.0,9.0,4.0,succeed,13.0,10.0
4281,12.0,18.0,15.0,11.0,succeed,17.0,15.0
4282,6.0,12.0,9.0,3.0,succeed,10.0,20.0
4283,14.0,7.0,4.0,17.0,succeed,18.0,4.0
4284,10.0,11.0,5.0,11.0,succeed,7.0,18.0
4285,10.0,19.0,7.0,16.0,fail,13.0,13.0
4286,11.0,11.0,12.0,10.0,fail,11.0,10.0
4287,13.0,8.0,9.0,9.0,succeed,13.0,16.0
4288,15.0,10.0,13.0,11.0,fail,13.0,9.0
4289,12.0,12.0,17.0,6.0,fail,11.0,14.0
4290,5.0,10.0,6.0,14.0,succeed,13.0,17.0
4291,12.0,17.0,10.0,7.0,succeed,13.0,17.0
4292,12.0,8.0,14.0,14.0,succeed,8.0,17.0
4293,12.0,10.0,12.0,15.0,succeed,5.0,18.0
4294,12.0,9.0,18.0,16.0,succeed,12.0,8.0
4295,14.0,16.0,18.0,9.0,succeed,4.0,17.0
4296,3.0,16.0,8.0,12.0,fail,8.0,14.0
4297,6.0,18.0,9.0,11.0,fail,17.0,13.0
4298,15.0,14.0,6.0,7.0,succeed,15.0,13.0
4299,10.0,13.0,13.0,7.0,fail,6.0,12.0
4300,11.0,13.0,13.0,13.0,fail,6.0,5.0
4301,11.0,18.0,7.0,15.0,succeed,12.0,9.0
4302,15.0,20.0,9.0,14.0,succeed,15.0,12.0
4303,17.0,18.0,16.0,9.0,succeed,5.0,9.0
4304,13.0,9.0,11.0,10.0,succeed,13.0,5.0
4305,18.0,9.0,10.0,17.0,succeed,7.0,7.0
4306,18.0,16.0,10.0,8.0,succeed,14.0,11.0
4307,13.0,13.0,4.0,15.0,succeed,7.0,16.0
4308,10.0,16.0,8.0,10.0,succeed,14.0,8.0
4309,13.0,17.0,9.0,8.0,fail,9.0,11.0
4310,16.0,12.0,12.0,13.0,fail,13.0,10.0
4311,13.0,19.0,6.0,13.0,succeed,16.0,8.0
4312,12.0,2.0,17.0,10.0,fail,14.0,10.0
4313,10.0,12.0,13.0,7.0,succeed,13.0,18.0
4314,11.0,12.0,14.0,12.0,succeed,12.0,17.0
4315,11.0,10.0,18.0,12.0,succeed,11.0,16.0
4316,10.0,6.0,13.0,15.0,succeed,7.0,14.0
4317,18.0,9.0,9.0,12.0,succeed,12.0,16.0
4318,15.0,15.0,14.0,11.0,succeed,12.0,11.0
4319,6.0,18.0,6.0,11.0,succeed,11.0,10.0
4320,8.0,11.0,12.0,19.0,succeed,9.0,8.0
4321,6.0,19.0,14.0,11.0,succeed,18.0,15.0
4322,14.0,3.0,16.0,6.0,fail,13.0,13.0
4323,16.0,11.0,19.0,12.0,succeed,12.0,2.0
4324,11.0,13.0,13.0,9.0,succeed,10.0,15.0
4325,17.0,12.0,11.0,15.0,succeed,8.0,5.0
4326,13.0,11.0,6.0,6.0,fail,11.0,19.0
4327,17.0,12.0,12.0,19.0,succeed,14.0,11.0
4328,10.0,13.0,9.0,11.0,succeed,11.0,19.0
4329,13.0,11.0,17.0,8.0,succeed,8.0,8.0
4330,12.0,18.0,5.0,10.0,succeed,19.0,12.0
4331,13.0,17.0,10.0,3.0,succeed,12.0,8.0
4332,10.0,18.0,5.0,16.0,succeed,9.0,10.0
4333,19.0,5.0,13.0,18.0,succeed,15.0,9.0
4334,11.0,11.0,10.0,13.0,succeed,13.0,15.0
4335,12.0,13.0,2.0,6.0,succeed,10.0,18.0
4336,14.0,11.0,5.0,13.0,fail,13.0,8.0
4337,17.0,11.0,10.0,11.0,succeed,17.0,5.0
