,cha,con,dex,int,str,wis,result
3570,6,11,10,19,8,9,succeed
3571,13,18,16,18,18,6,fail
3572,12,20,8,10,12,16,succeed
3573,14,15,15,10,11,6,succeed
3574,13,11,10,16,7,11,fail
3575,7,16,18,9,13,16,fail
3576,18,13,11,15,12,6,fail
3577,15,12,6,16,9,13,fail
3578,14,10,7,15,9,10,succeed
3579,11,13,9,9,4,16,succeed
3580,3,15,16,11,14,11,fail
3581,7,6,10,13,15,10,succeed
3582,7,9,13,8,13,12,fail
3583,4,13,15,13,9,18,fail
3584,19,13,11,11,8,12,succeed
3585,9,9,11,15,20,17,succeed
3586,11,7,12,9,9,13,fail
3587,6,13,11,11,11,14,fail
3588,13,18,11,4,19,9,succeed
3589,11,13,10,17,14,9,succeed
3590,15,13,18,8,14,8,succeed
3591,18,14,4,11,14,5,succeed
3592,13,8,13,15,3,9,succeed
3593,11,9,9,11,11,10,fail
3594,13,12,14,14,13,7,succeed
3595,12,10,14,9,12,8,succeed
3596,11,19,13,16,10,12,succeed
3597,16,12,17,6,17,6,succeed
3598,10,15,4,19,9,9,succeed
3599,9,6,18,11,12,18,fail
3600,19,11,8,10,11,14,succeed
3601,20,8,15,13,13,16,succeed
3602,11,12,14,5,11,9,fail
3603,16,8,15,16,12,11,succeed
3604,6,20,7,16,5,15,succeed
3605,20,8,13,11,12,8,succeed
3606,11,15,5,12,14,12,succeed
3607,13,13,18,16,7,7,succeed
3608,18,3,18,11,11,13,succeed
3609,15,9,6,11,16,13,succeed
3610,16,13,8,5,6,15,succeed
3611,12,6,18,12,8,12,fail
3612,9,15,11,17,11,11,succeed
3613,14,16,12,14,10,14,succeed
3614,10,9,14,13,6,11,fail
3615,10,13,15,9,11,12,succeed
3616,9,17,12,16,11,15,fail
3617,6,10,8,6,14,18,succeed
3618,11,9,17,3,15,13,succeed
3619,15,14,17,7,10,11,succeed
3620,14,10,3,10,8,16,succeed
3621,10,15,4,12,18,8,succeed
3622,14,4,20,11,8,14,succeed
3623,16,8,10,17,17,13,succeed
3624,18,14,12,7,15,7,succeed
3625,7,12,16,9,7,19,succeed
3626,6,10,14,9,12,16,succeed
3627,11,13,9,20,8,6,succeed
3628,4,6,11,20,16,8,succeed
3629,7,19,6,15,17,11,succeed
3630,12,6,10,13,9,16,succeed
3631,17,12,2,17,6,12,succeed
3632,13,11,9,5,17,11,fail
3633,11,8,11,18,7,5,succeed
3634,10,12,11,19,9,11,succeed
3635,11,7,9,9,16,8,succeed
3636,18,12,11,13,4,7,succeed
3637,8,16,10,11,13,12,succeed
3638,18,4,17,10,13,11,succeed
3639,6,7,7,9,16,15,succeed
3640,9,8,19,11,5,9,succeed
3641,18,16,10,10,12,5,fail
3642,15,12,9,13,10,3,fail
3643,3,15,12,10,16,14,succeed
3644,18,11,9,11,14,9,fail
3645,14,13,16,11,4,11,fail
3646,11,15,14,9,10,5,succeed
3647,7,16,19,8,12,9,succeed
3648,14,11,7,12,13,9,fail
3649,10,14,10,4,10,13,succeed
3650,15,18,19,13,16,10,succeed
3651,14,12,16,12,11,15,succeed
3652,8,9,15,5,15,19,fail
3653,11,13,8,11,10,13,succeed
3654,18,18,6,16,11,8,succeed
3655,14,14,19,8,17,11,succeed
3656,9,6,17,7,18,12,succeed
3657,13,19,8,6,12,10,succeed
3658,13,13,13,8,15,7,fail
3659,11,10,15,12,6,6,fail
3660,13,8,12,4,10,17,fail
3661,5,9,17,18,9,9,fail
3662,11,14,14,16,7,12,succeed
3663,15,12,10,12,10,9,fail
3664,9,18,9,7,13,14,succeed
3665,9,9,11,14,11,8,fail
3666,15,14,4,10,12,9,succeed
3667,15,18,12,16,9,7,succeed
3668,8,12,12,15,13,8,succeed
3669,9,13,18,13,8,9,succeed
3670,5,13,4,15,15,10,fail
3671,12,11,16,15,13,10,fail
3672,11,13,19,9,13,6,fail
3673,13,6,3,12,20,18,fail
3674,10,7,14,11,13,11,succeed
3675,16,7,5,15,12,6,fail
3676,11,16,11,12,11,12,fail
3677,6,13,18,15,6,15,fail
3678,11,10,11,9,15,12,fail
3679,13,14,12,4,12,6,succeed
3680,10,16,12,10,12,6,fail
3681,6,9,10,15,16,10,succeed
3682,17,13,5,9,10,8,fail
3683,14,17,13,8,8,15,succeed
3684,10,6,14,5,11,18,fail
3685,14,11,13,15,15,14,succeed
3686,4,6,17,13,4,17,fail
3687,15,16,11,13,5,12,succeed
3688,3,11,19,15,8,8,fail
3689,18,17,6,9,10,15,succeed
3690,11,5,15,13,12,11,fail
3691,11,11,19,3,11,9,fail
3692,14,16,3,20,8,11,succeed
3693,12,10,12,14,16,8,succeed
3694,6,11,10,14,16,7,succeed
3695,12,13,9,10,11,17,succeed
3696,16,19,13,9,10,7,succeed
3697,10,9,12,16,11,13,succeed
3698,10,14,13,17,4,10,fail
3699,9,8,10,9,12,17,succeed
3700,14,16,15,13,13,14,succeed
3701,13,19,11,12,12,15,succeed
3702,18,10,14,3,10,13,fail
3703,9,9,13,11,15,11,succeed
3704,10,12,17,14,9,5,fail
3705,16,11,11,12,15,4,succeed
3706,13,14,16,13,14,4,succeed
3707,13,9,20,6,16,8,fail
3708,6,8,13,17,9,18,succeed
3709,7,15,11,14,8,8,succeed
3710,13,5,14,20,10,10,succeed
3711,8,2,9,18,15,10,fail
3712,2,18,19,8,13,6,succeed
3713,13,15,8,14,9,17,succeed
3714,18,10,18,11,13,20,succeed
3715,5,12,12,10,17,10,fail
3716,10,9,14,13,16,15,succeed
3717,14,13,11,18,9,9,fail
3718,4,19,7,19,11,10,succeed
3719,11,10,16,12,9,19,succeed
3720,16,9,13,20,14,12,succeed
3721,11,12,17,4,8,10,fail
3722,17,4,9,15,12,14,fail
3723,11,9,7,11,8,17,succeed
3724,7,4,16,20,9,15,succeed
3725,13,7,16,8,9,11,fail
3726,17,7,14,8,12,13,fail
3727,15,15,16,17,12,3,fail
3728,10,11,15,14,12,15,succeed
3729,10,12,9,13,13,18,succeed
3730,9,11,17,9,16,5,fail
3731,8,15,14,11,8,6,succeed
3732,15,16,9,3,15,12,fail
3733,8,17,6,10,7,14,succeed
3734,12,8,14,18,3,13,succeed
3735,16,12,17,15,12,17,succeed
3736,13,13,8,12,16,8,succeed
3737,14,7,7,11,10,15,succeed
3738,9,8,18,10,14,14,fail
3739,10,14,11,15,11,9,succeed
3740,8,11,11,7,13,14,fail
3741,7,8,15,12,12,17,fail
3742,7,12,4,8,16,13,succeed
3743,6,12,9,19,7,8,fail
3744,11,14,17,14,14,11,succeed
3745,6,16,10,11,9,16,succeed
3746,6,10,16,20,2,8,fail
3747,11,12,10,16,7,10,succeed
3748,13,11,13,16,13,6,succeed
3749,9,8,12,4,14,15,fail
3750,11,17,14,4,16,7,succeed
3751,15,7,17,12,7,5,succeed
3752,9,10,9,18,9,9,succeed
3753,4,14,16,13,17,14,fail
3754,11,15,15,16,12,6,succeed
3755,10,14,12,15,12,14,succeed
3756,17,15,4,7,7,12,succeed
3757,9,9,11,13,11,10,fail
3758,14,9,13,17,8,18,succeed
3759,12,11,14,14,9,9,succeed
3760,11,7,15,10,13,11,fail
3761,9,6,12,10,11,18,succeed
3762,20,15,10,4,14,18,succeed
3763,15,11,14,18,11,8,fail
3764,12,11,13,15,14,12,succeed
3765,12,12,13,11,5,11,fail
3766,12,11,11,15,13,6,fail
3767,17,19,10,14,10,8,succeed
3768,13,6,14,13,11,9,succeed
3769,9,15,12,10,12,14,succeed
3770,11,8,14,10,11,20,succeed
3771,18,17,7,4,10,15,succeed
3772,14,12,18,10,13,2,fail
3773,6,17,19,14,8,11,succeed
3774,11,9,14,12,14,14,succeed
3775,12,20,5,15,6,13,succeed
3776,15,9,16,11,13,16,succeed
3777,7,10,14,14,8,14,succeed
3778,11,15,3,17,10,17,succeed
3779,4,16,13,17,7,5,succeed
3780,18,14,9,11,13,14,succeed
3781,15,12,18,8,10,16,succeed
3782,8,18,9,11,15,18,succeed
3783,16,18,18,16,15,10,succeed
3784,7,16,11,15,10,9,succeed
3785,15,17,16,16,5,5,fail
3786,19,6,6,14,10,9,succeed
3787,9,6,12,9,13,12,fail
3788,4,17,10,13,5,15,succeed
3789,15,12,11,5,16,4,fail
3790,18,11,16,6,18,12,succeed
3791,13,11,20,9,17,10,succeed
3792,7,10,2,19,15,14,succeed
3793,12,15,12,3,11,12,fail
3794,15,10,14,11,8,15,succeed
3795,16,13,16,5,20,10,succeed
3796,14,4,14,11,10,16,fail
3797,19,20,6,20,2,10,succeed
3798,13,13,7,17,5,6,succeed
3799,10,9,11,18,17,13,succeed
3800,8,9,17,9,9,8,fail
3801,11,12,8,8,11,17,succeed
3802,16,15,11,13,13,7,succeed
3803,10,4,15,8,20,4,fail
3804,16,13,10,10,18,10,succeed
3805,14,14,18,8,11,18,succeed
3806,5,15,7,9,8,19,succeed
3807,9,13,12,18,18,8,succeed
3808,7,16,17,10,12,4,succeed
3809,15,20,17,10,9,14,succeed
3810,9,10,13,12,7,11,fail
3811,10,17,11,16,17,6,fail
3812,7,11,14,6,17,14,succeed
3813,18,15,8,4,12,15,succeed
3814,11,11,10,9,9,11,succeed
3815,9,17,13,17,15,5,fail
3816,14,17,13,16,14,14,succeed
3817,7,19,17,9,17,14,succeed
3818,12,11,14,17,13,5,succeed
3819,18,18,16,9,19,6,succeed
3820,6,18,14,11,5,7,succeed
3821,15,10,12,6,13,6,succeed
3822,11,10,8,11,15,13,succeed
3823,17,4,10,10,8,17,fail
3824,19,16,9,17,12,14,succeed
3825,7,10,14,11,9,16,succeed
3826,15,8,16,12,9,11,fail
3827,8,16,12,11,17,14,succeed
3828,13,13,7,11,2,16,succeed
3829,12,15,12,13,11,9,succeed
3830,8,7,9,13,10,14,succeed
3831,9,12,14,11,11,3,fail
3832,7,4,10,10,16,13,fail
3833,10,12,17,5,13,12,succeed
3834,20,10,12,14,11,11,succeed
3835,13,14,9,7,13,7,succeed
3836,17,20,9,6,12,19,succeed
3837,10,16,8,14,15,16,succeed
3838,14,4,12,6,17,8,succeed
3839,8,14,9,8,9,12,succeed
3840,14,14,16,18,12,18,succeed
3841,7,9,12,3,13,16,fail
3842,8,3,11,15,15,18,fail
3843,12,11,9,11,6,16,succeed
3844,10,17,6,9,15,3,fail
3845,14,6,10,12,11,12,fail
3846,11,5,6,17,13,17,succeed
3847,13,12,13,6,11,9,fail
3848,9,10,13,11,17,9,fail
3849,10,11,8,13,14,13,succeed
3850,14,9,15,7,10,11,fail
3851,10,14,6,14,7,12,succeed
3852,18,12,9,9,10,15,succeed
3853,16,8,15,16,13,15,succeed
3854,13,12,5,17,17,10,fail
3855,7,16,13,11,10,14,succeed
3856,10,12,16,19,8,15,succeed
3857,13,14,8,15,19,3,succeed
3858,10,13,14,12,11,9,succeed
3859,13,15,3,13,7,15,succeed
3860,13,11,7,4,10,17,succeed
3861,18,13,7,10,11,12,succeed
3862,10,6,16,8,18,6,fail
3863,14,7,9,12,5,20,fail
3864,12,11,19,6,13,14,succeed
3865,12,10,9,8,9,15,succeed
3866,5,11,13,9,11,20,fail
3867,12,15,9,17,4,7,fail
3868,7,16,19,12,8,8,fail
3869,8,11,13,14,10,11,fail
3870,9,8,9,11,13,12,succeed
3871,15,9,16,12,8,9,succeed
3872,11,11,15,19,15,12,succeed
3873,19,15,8,7,9,11,succeed
3874,13,9,15,9,15,14,succeed
3875,10,20,14,16,10,4,fail
3876,10,14,11,18,14,12,succeed
3877,15,5,17,6,16,15,fail
3878,14,10,9,13,6,8,fail
3879,3,10,16,12,15,20,fail
3880,10,13,11,9,5,12,succeed
3881,4,16,13,16,8,14,succeed
3882,9,13,8,8,15,12,succeed
3883,17,17,18,17,8,15,succeed
3884,12,11,14,13,15,12,succeed
3885,16,5,11,10,16,8,succeed
3886,4,14,14,6,9,13,succeed
3887,7,16,10,8,8,16,succeed
3888,12,9,11,8,12,13,succeed
3889,11,16,7,11,11,8,succeed
3890,11,20,11,4,7,15,fail
3891,14,3,10,12,10,11,succeed
3892,12,17,15,12,18,10,succeed
3893,14,17,3,3,20,12,fail
3894,14,11,12,11,19,3,succeed
3895,4,17,7,7,14,11,succeed
3896,12,9,14,9,12,5,fail
3897,16,5,12,10,15,13,fail
3898,20,7,12,11,11,17,succeed
3899,7,6,13,13,9,14,fail
3900,16,12,6,15,10,13,succeed
3901,7,6,13,19,7,9,succeed
3902,12,8,9,15,12,11,fail
3903,12,12,4,6,16,13,fail
3904,10,7,14,12,12,8,fail
3905,3,15,14,14,11,8,fail
3906,15,15,12,10,8,3,fail
3907,12,18,13,8,3,16,fail
3908,13,15,7,10,14,8,succeed
3909,13,11,14,13,11,15,succeed
3910,12,12,9,12,13,11,fail
3911,16,15,6,13,15,10,succeed
3912,18,12,10,14,11,17,succeed
3913,13,11,16,13,7,19,succeed
3914,11,13,13,13,2,12,fail
3915,14,14,6,13,9,15,succeed
3916,13,15,14,10,14,14,succeed
3917,10,10,13,11,16,7,succeed
3918,20,10,11,6,11,20,succeed
3919,10,12,5,6,15,18,succeed
3920,12,17,13,12,15,5,fail
3921,12,18,14,2,4,13,fail
3922,12,11,9,13,14,8,succeed
3923,4,15,10,15,16,6,fail
3924,13,10,10,11,16,5,succeed
3925,15,9,19,13,11,7,fail
3926,17,13,12,6,8,8,succeed
3927,12,7,18,7,12,16,succeed
3928,16,11,15,13,13,18,succeed
3929,15,14,3,9,6,17,succeed
3930,10,18,5,15,14,6,fail
3931,6,15,13,17,13,13,succeed
3932,11,8,10,16,19,9,succeed
3933,16,10,19,13,14,5,succeed
3934,13,10,18,9,11,5,fail
3935,12,20,10,15,16,12,succeed
3936,4,13,9,17,18,16,fail
3937,4,12,15,17,18,8,fail
3938,13,8,13,18,12,6,succeed
3939,15,13,20,10,7,10,succeed
3940,9,16,6,9,16,7,succeed
3941,12,13,11,15,9,14,succeed
3942,10,9,13,19,7,12,succeed
3943,13,9,12,6,16,9,succeed
3944,11,11,12,11,10,11,fail
3945,4,13,16,13,18,15,succeed
3946,18,12,10,3,8,12,fail
3947,4,8,10,8,11,19,succeed
3948,11,18,7,11,15,10,succeed
3949,6,10,17,8,16,14,succeed
3950,10,11,7,15,17,14,succeed
3951,6,17,13,9,6,10,fail
3952,14,9,5,10,9,13,succeed
3953,10,3,11,5,19,16,fail
3954,12,15,4,11,10,14,succeed
3955,10,17,18,6,10,10,succeed
3956,10,17,13,7,7,12,fail
3957,19,8,6,10,11,12,succeed
3958,18,10,8,7,16,7,succeed
3959,11,7,12,10,19,14,succeed
3960,6,16,14,11,14,6,fail
3961,14,9,10,8,7,20,fail
3962,6,13,12,11,11,8,fail
3963,19,9,12,11,11,6,succeed
3964,12,15,13,3,13,20,succeed
3965,11,13,11,11,14,15,succeed
3966,14,10,16,16,6,7,succeed
3967,9,14,18,4,19,6,succeed
3968,7,8,8,16,14,11,succeed
3969,14,8,5,10,18,9,succeed
3970,14,11,12,6,10,15,succeed
3971,10,15,7,14,15,17,succeed
3972,11,10,11,13,7,9,succeed
3973,14,12,19,11,11,11,succeed
3974,16,16,10,10,12,10,fail
3975,17,15,10,20,14,13,fail
3976,11,7,18,8,10,11,fail
3977,9,10,3,9,18,17,succeed
3978,8,5,10,19,11,14,succeed
3979,15,8,16,10,5,12,succeed
3980,11,5,8,11,10,15,succeed
3981,3,8,9,11,19,20,succeed
3982,10,16,9,16,14,14,succeed
3983,12,12,12,13,10,8,fail
3984,5,7,9,10,16,17,fail
3985,12,14,12,12,6,12,succeed
3986,13,14,8,3,8,20,succeed
3987,16,9,15,8,12,16,succeed
3988,13,6,13,13,6,13,fail
3989,13,14,17,10,18,5,fail
3990,7,15,8,17,9,18,succeed
3991,15,10,11,16,9,11,succeed
3992,13,15,3,17,7,10,succeed
3993,13,18,11,5,3,10,fail
3994,14,14,8,8,10,15,succeed
3995,10,5,15,14,9,14,succeed
3996,12,6,10,15,13,12,fail
3997,14,14,11,6,10,13,succeed
3998,16,7,19,11,6,13,succeed
3999,8,15,12,2,19,10,succeed
4000,18,9,12,13,17,8,succeed
4001,10,17,10,11,11,15,succeed
4002,11,3,11,15,12,19,fail
4003,11,16,9,7,9,10,succeed
4004,11,10,13,16,7,6,succeed
4005,10,20,18,9,10,15,succeed
4006,6,13,8,19,8,10,succeed
4007,7,11,12,19,4,9,fail
4008,11,8,8,11,18,11,succeed
4009,11,15,9,6,16,8,succeed
4010,4,11,7,11,15,17,succeed
4011,14,17,17,10,12,9,succeed
4012,10,10,17,15,18,6,succeed
4013,13,18,15,6,2,14,succeed
4014,9,11,8,11,9,16,succeed
4015,3,11,14,15,10,14,fail
4016,17,17,11,9,17,5,succeed
4017,11,7,8,16,3,18,fail
4018,7,16,10,15,9,6,succeed
4019,16,8,11,7,16,15,succeed
4020,6,10,20,11,11,12,fail
4021,11,3,17,10,11,10,fail
4022,10,11,4,9,16,13,succeed
4023,16,8,14,15,10,13,fail
4024,11,19,4,11,13,7,succeed
4025,7,10,14,13,19,16,succeed
4026,10,10,12,11,14,12,fail
4027,18,13,11,4,11,14,succeed
4028,14,7,13,12,18,4,succeed
4029,12,12,14,15,9,12,succeed
4030,20,18,8,13,13,6,succeed
4031,7,10,9,10,16,9,fail
4032,14,3,11,14,15,12,succeed
4033,11,13,9,9,10,19,succeed
4034,18,8,9,13,11,15,succeed
4035,9,8,19,10,20,13,succeed
4036,12,13,4,17,10,17,succeed
4037,16,12,9,14,12,9,succeed
4038,18,20,15,2,7,12,succeed
4039,10,10,3,14,8,16,succeed
4040,12,11,17,10,13,14,succeed
4041,9,7,12,16,9,8,fail
4042,4,9,11,11,19,13,succeed
4043,16,11,12,12,11,11,fail
4044,16,18,15,6,20,12,succeed
4045,9,17,12,17,5,10,succeed
4046,11,17,11,5,18,6,fail
4047,10,13,14,8,14,16,succeed
4048,12,14,14,15,3,14,fail
4049,5,16,5,6,10,18,fail
4050,12,10,12,9,13,12,fail
4051,16,8,15,9,4,11,fail
4052,11,12,15,13,12,10,fail
4053,13,10,14,15,9,8,succeed
4054,14,11,6,11,16,12,succeed
4055,9,20,8,13,15,9,succeed
4056,7,14,19,3,9,9,fail
4057,8,14,12,18,13,15,succeed
4058,11,12,13,9,17,8,fail
4059,14,18,14,13,13,8,succeed
4060,11,11,12,20,6,11,fail
4061,15,14,10,9,8,12,succeed
4062,9,11,14,13,10,14,succeed
4063,14,15,16,12,14,4,fail
4064,7,12,12,10,19,11,succeed
4065,10,12,11,15,15,13,succeed
4066,10,9,10,18,10,8,succeed
4067,7,16,18,9,10,14,succeed
4068,12,17,12,16,9,15,succeed
4069,11,17,16,13,8,13,succeed
4070,14,17,17,15,17,6,succeed
4071,6,15,11,15,15,13,fail
4072,12,11,5,12,14,18,fail
4073,16,8,13,15,13,7,fail
4074,4,14,13,14,9,10,succeed
4075,13,14,13,14,9,19,succeed
4076,19,11,15,11,7,14,fail
4077,18,3,8,15,9,17,succeed
4078,12,10,12,10,5,12,fail
4079,7,11,9,7,13,13,succeed
4080,12,14,8,12,4,10,fail
4081,14,12,14,14,11,10,succeed
4082,11,17,16,3,12,12,succeed
4083,16,4,11,9,17,20,succeed
4084,14,14,6,12,11,17,succeed
4085,13,8,16,7,12,5,fail
4086,16,11,11,11,16,16,succeed
4087,11,10,13,10,16,12,fail
4088,8,17,3,19,10,9,succeed
4089,11,16,16,16,8,14,succeed
4090,12,14,9,14,9,10,fail
4091,12,19,20,8,14,16,succeed
4092,5,13,15,14,8,10,fail
4093,12,10,7,14,7,12,succeed
4094,5,10,11,10,19,6,succeed
4095,11,11,12,9,12,5,fail
4096,11,8,15,9,11,12,fail
4097,14,16,7,11,15,12,succeed
4098,9,10,10,7,13,12,succeed
4099,4,13,11,11,11,14,fail
4100,10,3,15,15,14,14,fail
4101,13,6,11,9,15,9,fail
4102,9,7,11,13,16,7,fail
4103,9,14,5,9,12,11,succeed
4104,7,10,8,11,13,17,succeed
4105,14,12,12,16,7,14,fail
4106,16,9,13,15,6,9,fail
4107,12,9,11,11,14,11,fail
4108,18,10,9,16,14,14,fail
4109,8,17,6,13,15,4,fail
4110,14,10,11,13,11,19,succeed
4111,12,10,11,10,12,9,fail
4112,11,11,16,13,9,11,fail
4113,8,11,16,12,10,13,succeed
4114,13,4,15,9,4,20,succeed
4115,10,12,10,10,7,19,succeed
4116,14,18,9,20,8,11,succeed
4117,11,16,16,15,8,15,succeed
4118,16,9,12,11,7,13,succeed
4119,13,15,15,10,10,11,succeed
4120,16,13,10,7,8,8,succeed
4121,17,8,14,3,12,15,fail
4122,15,8,12,15,20,11,fail
4123,8,5,14,13,10,10,fail
4124,4,13,13,19,9,9,succeed
4125,16,15,14,5,16,9,succeed
4126,12,10,18,10,9,20,succeed
4127,19,13,10,13,9,17,succeed
4128,12,19,13,14,10,11,succeed
4129,12,14,8,16,11,14,succeed
4130,11,14,14,11,12,19,succeed
4131,12,7,9,11,16,6,fail
4132,16,11,19,16,17,10,fail
4133,13,15,11,10,5,7,fail
4134,15,11,14,16,11,5,succeed
4135,18,3,14,8,3,17,fail
4136,12,11,11,9,12,8,fail
4137,5,14,16,13,12,11,fail
4138,17,9,12,10,11,4,succeed
4139,14,17,8,11,10,11,succeed
4140,9,19,15,14,15,17,succeed
4141,10,15,7,9,8,11,succeed
4142,6,10,14,11,10,10,fail
4143,10,10,13,11,11,7,fail
4144,10,4,18,10,7,17,fail
4145,17,13,10,12,16,6,succeed
4146,8,11,8,18,15,10,succeed
4147,4,17,11,18,16,10,fail
4148,10,13,13,12,13,5,succeed
4149,18,7,17,14,9,12,succeed
4150,16,7,11,12,9,16,succeed
4151,4,7,13,14,11,13,fail
4152,12,11,19,4,12,5,fail
4153,11,12,5,13,9,10,succeed
4154,11,10,8,14,16,17,succeed
4155,7,16,15,15,10,10,succeed
4156,10,19,6,17,10,8,succeed
4157,16,12,10,14,10,13,succeed
4158,14,19,12,9,13,13,succeed
4159,5,9,19,12,10,7,fail
4160,6,12,8,13,14,17,succeed
4161,12,13,9,8,6,18,fail
4162,14,12,9,10,9,8,succeed
4163,15,14,6,9,5,11,fail
4164,9,10,8,11,10,12,succeed
4165,10,14,10,13,8,10,fail
4166,5,19,14,10,9,10,succeed
4167,16,11,5,11,15,15,succeed
4168,15,18,4,16,7,9,succeed
4169,9,9,13,15,10,6,succeed
4170,14,11,12,11,10,11,succeed
4171,9,13,6,13,9,12,fail
4172,10,19,12,14,12,10,succeed
4173,7,17,11,11,13,4,fail
4174,6,16,14,14,9,5,fail
4175,11,12,9,11,16,7,fail
4176,9,14,10,18,9,8,succeed
4177,6,8,4,16,18,19,fail
4178,14,7,14,13,13,19,succeed
4179,10,18,10,9,10,9,succeed
4180,10,11,17,11,9,13,succeed
4181,5,8,13,16,12,9,fail
4182,6,13,16,5,12,14,fail
4183,5,8,6,14,15,18,succeed
4184,10,9,13,15,15,13,succeed
4185,12,11,20,8,12,18,succeed
4186,5,13,14,9,11,13,succeed
4187,14,18,11,13,16,8,succeed
4188,9,7,17,10,15,10,fail
4189,14,8,13,5,12,14,fail
4190,17,15,11,13,17,13,succeed
4191,10,10,10,6,7,20,succeed
4192,17,17,11,6,8,13,succeed
4193,14,18,5,11,20,7,succeed
4194,14,19,13,19,15,14,succeed
4195,10,16,8,9,18,12,succeed
4196,3,13,12,14,11,18,succeed
4197,16,9,15,15,9,17,succeed
4198,8,13,12,13,12,14,succeed
4199,8,16,6,12,8,15,succeed
4200,14,9,12,11,6,9,fail
4201,11,15,11,8,11,12,succeed
4202,6,6,8,13,14,17,succeed
4203,12,18,8,15,10,4,succeed
4204,11,6,11,4,10,19,fail
4205,13,6,14,8,18,11,succeed
4206,12,4,12,16,14,5,succeed
4207,19,16,10,18,11,16,succeed
4208,16,11,3,15,14,9,succeed
4209,15,14,13,6,9,18,fail
4210,9,12,8,8,19,14,succeed
4211,12,9,11,7,10,17,fail
4212,11,11,11,8,13,15,fail
4213,18,5,12,6,13,14,succeed
4214,12,4,13,15,17,5,fail
4215,3,11,10,14,10,13,fail
4216,17,12,14,12,6,15,succeed
4217,13,15,8,9,15,10,succeed
4218,11,12,10,10,14,8,succeed
4219,9,12,12,8,16,13,succeed
4220,7,20,14,11,13,12,succeed
4221,20,12,7,17,17,16,succeed
4222,6,16,11,7,17,15,succeed
4223,4,10,15,11,13,13,succeed
4224,19,6,7,17,11,6,fail
4225,15,10,14,13,11,18,succeed
4226,9,15,8,7,12,18,succeed
4227,17,8,6,12,8,17,succeed
4228,13,6,16,13,12,9,succeed
4229,12,15,10,12,14,12,succeed
4230,11,16,8,9,14,15,succeed
4231,13,11,18,16,14,12,succeed
4232,13,15,12,14,8,5,fail
4233,11,9,17,9,8,7,fail
4234,11,10,18,10,19,11,succeed
4235,10,15,7,12,11,20,fail
4236,18,8,12,10,18,11,fail
4237,13,10,15,12,16,9,fail
4238,13,16,14,2,3,13,fail
4239,11,15,11,19,13,10,fail
4240,11,20,12,7,15,14,succeed
4241,14,12,11,13,16,10,succeed
4242,16,10,5,12,12,13,succeed
4243,4,14,11,12,12,10,fail
4244,17,7,5,9,13,12,succeed
4245,11,16,17,8,16,11,succeed
4246,6,14,14,11,10,13,succeed
4247,7,12,4,17,10,15,succeed
4248,14,14,14,16,10,15,succeed
4249,20,13,10,9,11,17,succeed
4250,8,12,13,17,9,4,fail
4251,13,18,12,13,7,4,succeed
4252,9,17,8,9,16,13,succeed
4253,8,14,15,18,7,14,fail
4254,15,17,15,12,7,19,succeed
4255,15,16,11,8,6,10,succeed
4256,19,19,9,9,11,4,succeed
4257,13,7,10,14,19,20,succeed
4258,18,13,17,13,8,9,succeed
4259,9,12,10,8,6,15,fail
4260,10,14,11,14,6,7,fail
4261,5,14,9,12,11,18,fail
4262,15,13,7,18,12,9,succeed
4263,7,10,16,13,8,12,fail
4264,12,10,16,6,11,13,fail
4265,15,8,6,12,8,16,succeed
4266,11,13,6,12,16,6,fail
4267,12,18,12,10,16,15,succeed
4268,14,14,15,15,16,16,succeed
4269,6,8,15,12,15,11,succeed
4270,9,14,7,18,7,11,succeed
4271,16,16,3,10,14,3,fail
4272,13,8,7,16,11,9,succeed
4273,12,10,17,11,18,19,succeed
4274,14,8,10,14,14,19,succeed
4275,15,9,14,13,12,14,succeed
4276,12,11,5,11,13,11,succeed
4277,13,13,5,10,7,15,fail
4278,13,9,18,13,14,16,succeed
4279,8,10,17,18,12,10,fail
4280,17,11,9,4,13,10,succeed
4281,12,18,15,11,17,15,succeed
4282,6,12,9,3,10,20,succeed
4283,14,7,4,17,18,4,succeed
4284,10,11,5,11,7,18,succeed
4285,10,19,7,16,13,13,fail
4286,11,11,12,10,11,10,fail
4287,13,8,9,9,13,16,succeed
4288,15,10,13,11,13,9,fail
4289,12,12,17,6,11,14,fail
4290,5,10,6,14,13,17,succeed
4291,12,17,10,7,13,17,succeed
4292,12,8,14,14,8,17,succeed
4293,12,10,12,15,5,18,succeed
4294,12,9,18,16,12,8,succeed
4295,14,16,18,9,4,17,succeed
4296,3,16,8,12,8,14,fail
4297,6,18,9,11,17,13,fail
4298,15,14,6,7,15,13,succeed
4299,10,13,13,7,6,12,fail
4300,11,13,13,13,6,5,fail
4301,11,18,7,15,12,9,succeed
4302,15,20,9,14,15,12,succeed
4303,17,18,16,9,5,9,succeed
4304,13,9,11,10,13,5,succeed
4305,18,9,10,17,7,7,succeed
4306,18,16,10,8,14,11,succeed
4307,13,13,4,15,7,16,succeed
4308,10,16,8,10,14,8,succeed
4309,13,17,9,8,9,11,fail
4310,16,12,12,13,13,10,fail
4311,13,19,6,13,16,8,succeed
4312,12,2,17,10,14,10,fail
4313,10,12,13,7,13,18,succeed
4314,11,12,14,12,12,17,succeed
4315,11,10,18,12,11,16,succeed
4316,10,6,13,15,7,14,succeed
4317,18,9,9,12,12,16,succeed
4318,15,15,14,11,12,11,succeed
